A,B,C,D,E,F,G,H,I,class_label
56,0,81,0,-6,-13,25,89,64,3
39,-5,80,-1,38,0,41,41,0,0
51,1,86,0,52,7,35,35,0,0
37,0,91,3,8,0,53,83,30,0
45,0,86,0,46,29,41,40,0,0
37,0,79,-1,34,0,41,45,4,0
41,2,76,0,42,11,34,34,0,0
56,0,93,-4,50,0,37,44,6,3
43,0,83,0,44,25,40,39,0,0
55,-2,86,0,54,-9,31,32,2,0
37,0,81,0,12,-25,44,68,24,0
78,1,81,0,-40,114,4,123,120,4
37,0,77,0,12,-21,41,65,24,0
37,0,94,0,10,10,57,84,28,0
57,4,84,0,56,0,27,28,0,0
53,0,86,0,54,5,33,32,0,0
56,2,82,0,54,-15,26,28,2,0
49,1,86,0,46,-5,38,40,2,0
47,4,78,2,46,0,31,32,0,0
59,3,86,0,60,0,27,27,0,0
38,1,75,0,38,26,37,36,0,0
44,0,76,0,42,-11,32,35,2,0
55,0,95,-1,46,0,40,49,8,3
43,1,85,0,42,0,42,44,2,0
55,0,77,0,10,21,22,67,46,3
56,0,96,0,56,28,40,39,0,0
50,0,87,3,50,0,37,38,0,0
37,0,95,0,16,-27,58,79,22,0
53,0,86,0,52,-3,33,34,2,0
40,0,89,2,38,0,49,50,2,0
41,0,88,0,38,-18,48,50,2,0
37,0,76,-1,28,28,39,47,8,0
41,0,81,2,42,13,41,40,0,0
43,0,77,7,42,-14,34,36,2,0
37,0,77,-1,30,0,40,46,6,0
37,0,97,5,18,-3,60,79,18,0
51,0,84,0,52,12,33,33,0,0
82,0,85,0,-10,-5,3,95,92,4
41,4,79,0,38,0,39,41,2,0
37,0,77,0,-22,24,41,101,60,0
37,2,82,-4,34,0,45,48,4,0
45,0,77,0,44,-23,31,33,2,0
41,-1,77,0,38,-30,36,38,2,0
48,0,85,6,46,0,37,39,2,0
41,0,77,0,38,0,36,38,2,0
37,4,77,3,0,9,40,77,38,0
45,0,83,0,46,22,37,36,0,0
43,-1,97,0,42,0,54,55,2,0
43,0,86,0,44,31,42,42,0,0
85,0,89,0,2,-12,4,86,82,4
56,-1,97,0,56,27,41,40,0,0
47,0,85,-2,46,0,38,39,0,0
37,0,77,0,-22,16,41,101,60,0
44,1,102,0,44,3,58,58,0,0
40,0,77,-7,38,0,37,38,2,0
37,0,76,0,28,1,40,48,8,0
37,-2,100,-2,28,0,63,71,8,0
37,1,90,-1,20,0,52,69,16,0
47,-3,85,-3,46,-5,38,39,0,0
45,-1,82,0,44,-1,37,38,2,0
37,0,81,0,-2,9,44,84,40,0
37,0,100,-1,30,-3,64,69,6,0
56,0,77,0,-22,0,21,100,80,3
45,0,79,-2,46,10,33,32,0,0
49,0,86,1,46,-18,38,40,2,0
37,0,81,0,36,-12,43,44,2,0
41,0,86,0,42,24,45,44,0,0
40,-1,80,1,38,0,40,41,2,0
41,0,77,0,42,5,37,36,0,0
44,0,83,0,44,16,39,39,0,0
55,0,95,0,52,24,40,44,4,3
56,0,77,-1,12,0,22,65,42,3
38,-2,91,8,6,0,53,86,34,0
42,0,77,-1,42,-1,36,36,0,0
37,0,97,0,28,14,60,69,8,0
55,0,99,4,38,0,43,60,16,3
40,0,84,0,38,0,44,45,2,0
46,0,78,-7,46,5,32,32,0,0
55,-1,99,5,42,-2,43,57,14,3
44,0,87,-1,44,3,43,43,0,0
56,5,97,0,52,21,41,45,4,3
82,2,86,0,-40,7,4,128,124,4
37,0,76,11,20,-2,40,55,16,0
44,1,78,0,44,17,34,34,0,0
49,2,86,0,50,18,38,37,0,0
37,0,107,0,36,0,69,71,2,0
49,0,87,0,46,-9,38,41,2,0
56,3,86,0,56,3,30,30,0,0
55,0,84,0,54,-6,28,30,2,0
55,0,92,0,-4,-16,36,97,60,3
55,0,77,6,-22,-9,21,100,78,3
49,4,90,0,50,2,41,41,0,0
49,0,107,0,50,23,58,58,0,0
46,0,81,6,46,10,35,35,0,0
41,-1,76,-1,38,-21,35,37,2,0
37,0,80,0,10,26,43,70,26,0
45,0,77,8,44,0,32,33,0,0
56,0,81,0,0,5,25,81,56,3
53,0,103,0,54,21,50,49,0,0
106,3,107,1,70,0,1,37,36,4
37,3,77,2,0,7,40,77,38,0
37,0,94,1,12,9,57,81,24,0
56,0,96,0,54,4,40,42,2,0
46,2,76,-1,46,6,30,29,0,0
56,0,95,0,42,-4,40,54,14,3
42,-1,79,0,42,0,37,38,0,0
37,0,79,0,8,25,43,72,28,0
47,-48,78,-6,0,0,31,78,48,2
55,0,95,0,44,-5,40,51,12,3
49,-3,86,0,46,-27,38,40,2,0
55,0,78,0,54,0,23,24,0,0
56,0,95,0,50,1,40,46,6,3
45,-1,77,-4,44,-6,32,33,0,0
55,0,78,0,18,23,23,60,38,3
58,-1,81,0,56,0,23,24,2,0
46,0,82,0,46,16,36,35,0,0
55,-1,79,0,-4,0,24,85,60,3
53,0,86,-1,54,20,33,32,0,0
43,0,88,-2,44,12,44,44,0,0
55,0,77,0,2,-3,22,75,52,3
55,0,77,0,8,-6,22,70,48,3
55,-1,80,-1,-4,15,25,85,60,3
55,0,92,8,26,0,37,66,30,3
47,5,84,0,46,0,37,38,0,0
52,-4,86,0,52,-2,33,34,0,0
37,0,76,-5,36,-15,39,40,2,0
47,-6,83,-2,46,-3,36,37,0,0
37,0,78,0,6,6,42,73,32,0
54,0,81,-2,54,0,27,26,0,0
53,0,85,0,54,13,32,31,0,0
42,-2,81,0,42,0,38,39,2,0
104,3,105,-1,70,0,1,35,34,4
37,0,81,0,30,7,45,50,6,0
55,0,77,0,-6,-22,21,85,64,3
41,-1,78,0,38,-18,37,39,2,0
36,-4,79,0,36,0,43,43,0,0
44,0,83,0,44,6,39,39,0,0
37,0,78,0,12,-9,42,65,24,0
56,0,97,0,50,0,41,48,8,3
43,-2,83,0,44,21,40,39,0,0
41,0,79,5,38,-16,38,41,2,0
46,1,76,0,46,2,30,29,0,0
55,0,95,-1,42,-7,40,54,14,3
37,0,81,1,36,-10,43,44,2,0
55,0,87,-1,54,-10,32,33,2,0
51,-1,80,0,50,-3,29,31,2,0
51,1,78,0,52,8,27,26,0,0
37,0,79,-1,10,0,43,69,26,0
56,0,77,0,-12,-26,21,90,68,3
37,0,76,-2,30,3,39,45,6,0
43,0,81,0,42,-12,38,40,2,0
37,0,94,4,12,11,57,81,24,0
47,0,86,2,46,0,38,39,0,0
46,3,76,0,46,13,30,29,0,0
40,5,90,0,38,0,49,51,2,0
37,0,86,8,36,0,50,50,0,0
53,0,81,0,54,12,28,27,0,0
37,0,78,0,-6,-28,41,86,44,0
49,0,81,-2,50,-3,32,32,0,0
48,-3,77,0,46,-1,29,31,2,0
42,0,80,-6,42,0,38,39,0,0
56,0,95,0,46,25,40,49,10,3
42,0,81,0,42,34,39,40,0,0
37,0,79,0,18,7,43,61,18,0
44,0,77,0,44,9,34,34,0,0
40,-2,88,0,38,0,48,49,2,0
46,0,84,-6,46,0,39,38,0,0
37,0,104,-3,28,1,67,76,8,0
41,0,83,1,42,15,42,41,0,0
55,0,77,0,18,-3,22,59,38,3
55,0,92,0,46,-6,37,46,8,3
50,1,107,0,50,0,57,58,0,0
37,0,105,-1,24,0,68,82,14,0
37,-4,80,0,34,25,43,46,4,0
56,4,80,0,56,4,24,23,0,0
48,-3,76,0,46,0,28,30,2,0
43,0,89,0,42,-9,46,48,2,0
37,0,95,0,8,-10,58,87,30,0
37,0,100,0,30,16,64,69,6,0
45,0,86,0,46,10,41,40,0,0
37,0,108,-4,34,0,71,74,4,0
44,0,83,0,42,-15,39,41,2,0
55,0,108,1,54,-1,53,54,2,0
38,3,77,0,38,13,39,38,0,0
44,0,83,0,44,3,38,39,0,0
48,4,86,0,46,0,38,40,2,0
55,0,95,0,46,29,40,49,8,3
49,3,86,0,50,24,38,37,0,0
43,0,76,0,42,-15,32,34,2,0
37,0,77,0,36,-26,39,41,2,0
45,0,83,0,44,-13,37,39,2,0
56,0,81,0,-6,0,25,88,64,3
45,0,80,1,44,0,35,36,0,0
47,1,81,0,46,0,33,34,0,0
37,0,75,0,28,-15,38,46,8,0
43,0,79,0,42,-7,35,37,2,0
55,0,95,-1,52,-12,40,44,4,3
83,0,86,-7,-2,24,3,88,86,4
51,4,102,0,50,0,51,53,2,0
40,0,79,8,38,0,39,40,2,0
55,0,95,-4,50,0,40,46,6,3
58,-3,86,0,56,0,28,30,2,0
46,-3,79,0,46,0,33,32,0,0
57,4,84,0,56,0,28,28,0,0
43,0,83,-6,42,0,40,41,2,0
53,0,102,-6,54,9,48,48,0,0
56,0,96,7,54,31,40,42,2,0
56,0,97,0,38,-15,41,58,18,3
55,0,96,0,44,6,41,52,12,3
56,-1,97,-3,50,-2,41,48,6,3
44,1,79,2,42,-17,36,38,2,0
44,0,88,8,44,2,44,44,0,0
41,-4,97,0,38,-13,57,59,2,0
45,-1,76,-6,44,-9,31,32,2,0
48,-1,77,0,46,0,29,31,2,0
41,3,81,0,38,-18,39,42,2,0
41,2,78,0,42,23,37,37,0,0
37,-2,76,0,38,11,39,37,0,0
43,0,79,-5,42,0,35,37,2,0
45,-5,81,-5,44,-21,36,37,2,0
41,-2,76,-1,42,0,35,35,0,0
37,0,77,0,10,27,40,66,26,0
44,0,88,0,44,9,44,44,0,0
56,0,81,1,-22,0,25,104,80,3
85,0,88,8,2,0,3,86,82,4
37,-5,79,0,38,5,41,40,0,0
37,0,104,0,26,14,67,78,12,0
55,0,77,-1,28,-5,21,48,28,3
46,4,82,0,46,15,36,35,0,0
56,0,92,7,50,0,36,43,6,3
45,1,84,0,44,0,40,41,2,0
57,1,91,0,56,0,34,34,0,0
38,-4,78,0,-2,-7,40,81,40,0
47,-2,83,0,46,0,37,37,0,0
49,0,86,0,46,-21,37,39,2,0
41,1,84,0,42,4,43,43,0,0
37,0,78,-2,10,12,42,68,26,0
46,-3,77,0,46,0,32,31,0,0
37,0,77,0,34,5,40,43,2,0
46,0,92,2,46,0,45,45,0,0
56,0,78,0,42,0,22,37,14,3
37,0,74,0,26,-12,38,48,10,0
83,0,86,0,-4,-9,4,92,88,4
37,0,80,0,34,-14,43,46,2,0
49,4,106,0,50,7,56,57,0,0
37,0,95,0,12,-13,58,82,24,0
46,0,109,0,44,-30,64,66,2,0
56,0,100,4,50,0,44,51,6,3
41,-3,76,0,38,-12,35,37,2,0
41,2,80,0,38,-23,39,41,2,0
55,0,77,4,-22,1,21,100,78,3
55,-1,78,0,54,0,23,24,0,0
43,0,95,0,42,-7,52,54,2,0
56,0,78,0,12,-16,22,65,42,3
49,-1,85,0,46,-23,36,39,2,0
37,-1,76,-4,28,-9,39,47,8,0
56,0,97,0,44,2,41,53,12,3
41,0,79,0,42,23,39,38,0,0
49,0,84,0,46,-31,35,37,2,0
44,0,79,6,44,0,35,35,0,0
47,0,86,2,46,0,39,39,0,0
56,0,97,0,46,11,41,50,10,3
56,0,86,0,56,5,30,30,0,0
56,0,98,0,46,6,42,51,10,3
37,0,97,0,34,11,60,64,4,0
55,4,89,0,54,0,34,35,2,0
41,4,75,0,38,0,34,36,2,0
76,0,80,-7,-40,0,4,121,118,4
52,1,77,0,52,0,26,26,0,0
47,5,83,6,46,0,37,37,0,0
46,0,83,0,46,2,37,36,0,0
37,0,81,0,24,-30,44,57,14,0
41,0,79,-1,42,0,38,37,0,0
51,-1,80,0,52,1,29,28,0,0
49,0,78,0,46,-28,29,32,2,0
46,5,79,0,44,-18,33,35,2,0
51,0,83,7,50,-7,32,33,2,0
46,-5,84,0,46,0,38,38,0,0
45,46,77,0,-22,0,33,101,68,1
43,0,76,0,42,-4,32,34,2,0
45,0,81,0,44,-26,36,37,2,0
53,0,104,0,54,0,51,49,0,0
37,0,108,0,34,-22,71,75,4,0
79,0,83,0,-28,1,4,112,108,4
37,0,79,0,24,-23,43,56,14,0
56,-4,80,0,56,4,24,23,0,0
102,0,103,0,72,27,1,31,30,4
51,-4,88,0,52,14,37,36,0,0
56,1,82,0,56,13,26,25,0,0
56,-1,97,-1,50,-1,41,48,6,3
37,0,77,-5,0,0,41,77,36,0
46,0,77,0,46,10,31,30,0,0
102,0,103,2,70,-6,1,33,32,4
41,0,81,0,42,13,39,39,0,0
37,0,106,0,24,0,69,83,14,0
55,0,77,0,-18,-3,21,95,74,3
43,0,83,0,44,21,40,39,0,0
37,0,103,0,30,26,66,72,6,0
51,0,88,-1,50,-4,37,39,2,0
43,1,76,-1,42,-1,33,35,2,0
45,1,83,0,46,31,37,36,0,0
39,-2,76,-2,38,0,36,37,0,0
37,0,76,0,34,-22,39,43,4,0
52,2,87,1,52,0,35,35,0,0
49,0,84,0,50,5,36,35,0,0
48,1,81,0,46,0,33,35,2,0
51,0,83,0,52,24,32,31,0,0
37,0,97,0,12,8,59,84,24,0
37,0,79,0,30,1,43,48,6,0
59,0,86,0,60,21,28,27,0,0
37,0,76,0,34,14,39,42,2,0
37,-1,78,2,0,2,41,78,36,0
49,-3,89,0,50,11,40,40,0,0
43,3,85,-1,42,-2,42,44,2,0
45,-3,79,0,44,-9,34,35,2,0
37,0,80,0,36,5,43,44,0,0
47,3,79,2,46,0,31,32,0,0
55,0,82,0,-22,0,26,105,78,3
51,0,86,0,52,7,36,35,0,0
56,0,91,0,2,16,35,88,54,3
50,4,77,0,50,0,27,28,2,0
40,3,88,0,38,0,48,50,2,0
44,0,86,6,44,7,43,42,0,0
44,1,82,0,44,22,38,38,0,0
55,1,78,-2,42,-10,23,37,14,3
46,1,84,0,44,-15,38,40,2,0
37,0,76,0,24,-17,39,52,14,0
45,-5,81,-1,46,2,35,34,0,0
41,-1,79,0,38,-9,38,40,2,0
43,0,81,5,42,0,38,40,2,0
37,3,100,0,34,0,64,67,4,0
41,-5,82,0,42,10,41,41,0,0
37,0,78,0,30,-4,41,47,6,0
45,0,81,0,44,-3,36,37,2,0
55,0,92,0,-4,-18,36,97,60,3
64,0,111,3,64,23,46,46,0,0
55,4,84,0,54,0,29,30,0,0
37,0,77,0,34,19,40,44,4,0
37,0,101,2,30,9,64,70,6,0
57,0,84,6,56,0,27,27,0,0
45,-3,81,0,44,-11,35,37,2,0
41,1,93,0,42,6,52,52,0,0
46,0,83,-2,46,9,37,37,0,0
56,0,77,-4,24,-1,22,54,32,3
103,-1,104,-3,70,-23,1,34,34,4
49,5,81,0,50,5,32,32,0,0
78,0,81,-1,-40,7973,4,123,120,4
49,4,77,0,50,3,28,28,0,0
55,-5,78,0,44,0,23,34,12,3
41,0,83,2,42,4,41,41,0,0
84,0,87,-1,0,10,3,87,84,4
38,4,76,0,38,9,37,37,0,0
56,4,77,-7,44,0,22,34,12,3
50,1,86,0,50,-2,36,37,2,0
45,-5,84,0,44,0,39,40,2,0
40,-5,106,0,38,0,65,67,2,0
43,0,88,0,44,20,44,44,0,0
44,-2,81,0,42,-30,38,40,2,0
55,0,92,0,-4,14,36,97,60,3
42,2,102,8,42,0,60,61,0,0
50,-1,77,0,50,0,27,28,2,0
46,-1,77,0,44,-30,31,33,2,0
55,0,77,-6,-22,0,22,100,78,3
41,0,81,-3,42,0,40,40,0,0
37,0,79,0,28,1,42,51,8,0
40,4,97,0,38,0,57,59,2,0
55,0,92,0,-4,13,36,97,60,3
38,5,80,0,38,30,42,41,0,0
46,0,84,0,44,-30,38,40,2,0
102,0,103,0,72,30,1,31,30,4
46,0,82,1,46,1,36,35,0,0
37,-1,80,0,20,2,43,59,16,0
55,0,95,0,36,14,40,59,20,3
45,-5,78,0,44,0,34,34,0,0
56,1,83,0,56,19,27,26,0,0
56,-2,99,0,50,0,43,49,6,3
44,0,81,0,42,-13,38,40,2,0
45,-2,79,0,46,11,33,32,0,0
37,0,77,0,36,2,40,41,2,0
76,0,81,1,-42,0,5,125,120,4
43,3,93,0,42,0,50,52,2,0
55,0,96,0,44,-25,41,52,12,3
56,2,98,0,44,-1,42,54,12,3
55,0,77,0,-12,-5,21,90,68,3
37,0,83,0,-2,-12,47,86,40,0
45,0,81,0,44,-3,35,37,2,0
56,0,77,0,46,13,22,31,10,3
53,0,83,0,52,-1,30,32,2,0
41,3,81,0,42,19,39,39,0,0
43,0,83,-1,42,0,40,42,2,0
75,4,79,1,-42,0,4,123,118,4
48,3,81,3,46,0,32,34,2,0
55,0,96,0,54,15,41,42,0,0
43,1,75,0,42,0,32,34,2,0
56,3,83,0,56,19,27,26,0,0
37,0,104,0,24,13,67,80,14,0
42,1,81,0,42,0,39,40,0,0
37,0,75,0,36,23,38,39,0,0
56,0,81,0,-4,-23,25,86,62,3
37,0,81,6,36,0,44,44,0,0
55,0,93,0,46,-20,37,46,8,3
56,0,95,2,44,0,40,51,12,3
56,0,81,0,-6,22,25,88,64,3
38,0,76,-5,38,0,38,37,0,0
42,0,78,-14,42,0,36,37,2,0
55,0,93,0,46,-12,37,46,8,3
37,0,75,0,34,-22,38,41,2,0
43,5,77,0,42,0,35,36,2,0
43,-1,77,-3,42,-5,34,36,2,0
41,0,81,0,42,6,41,40,0,0
44,0,86,0,42,-13,42,44,2,0
51,1,78,0,50,11,27,29,2,0
37,0,92,5,10,0,54,81,28,0
51,1,81,0,52,5,30,30,0,0
45,0,88,0,44,-15,42,44,2,0
37,0,83,-7,16,0,46,67,22,0
43,-5,82,0,42,-14,39,41,2,0
41,0,88,0,38,-16,47,49,2,0
81,2,84,0,-14,1,3,100,96,4
44,3,88,0,44,15,44,44,0,0
44,2,83,4,44,10,40,39,0,0
37,-4,90,-1,6,-35,53,85,32,0
37,3,76,-1,36,0,39,40,2,0
46,2,102,0,46,3,57,56,0,0
42,0,76,-3,42,0,34,35,0,0
55,0,77,0,20,-3,22,57,34,3
56,0,80,0,-2,-2,24,83,58,3
38,0,86,0,38,14,48,47,0,0
37,0,83,8,34,0,46,49,2,0
40,0,83,0,38,0,43,44,2,0
37,0,77,0,2,-22,40,74,34,0
41,0,78,0,42,20,37,37,0,0
46,4,79,0,46,16,33,32,0,0
37,0,97,0,30,0,60,66,6,0
55,0,77,0,-4,-7,21,82,60,3
37,-3,106,0,36,0,69,69,0,0
43,0,81,8,42,0,38,40,2,0
43,0,76,0,42,-8,33,35,2,0
55,0,95,-2,50,-10,40,46,6,3
37,0,84,0,30,2,47,53,6,0
37,0,81,1,-2,0,44,83,40,0
41,0,81,5,38,0,40,42,2,0
37,0,75,-1,20,-2,38,54,16,0
44,-2,76,0,44,0,32,32,0,0
43,-1,76,-2,44,25,33,32,0,0
50,-3,85,-4,50,0,36,36,0,0
80,0,84,0,-40,24,4,125,122,4
47,-2,108,0,46,0,62,62,0,0
46,0,80,0,46,6,34,34,0,0
55,0,82,-1,-20,6,26,103,76,3
56,4,98,0,50,-9,42,49,6,3
84,1,88,4,0,0,3,88,84,4
37,0,76,0,24,-2,39,53,14,0
48,-2,89,-1,46,-5,41,42,2,0
37,0,81,0,28,-9,45,53,8,0
54,-5,86,0,54,0,32,32,0,0
53,-1,88,0,54,4,35,34,0,0
44,0,86,6,42,-17,42,44,2,0
55,0,93,-3,0,0,37,93,56,3
37,0,79,0,18,9,42,61,18,0
39,0,79,4,38,0,39,40,0,0
47,0,109,6,46,0,63,63,0,0
48,0,84,-3,46,0,36,37,2,0
84,1,88,5,0,0,3,88,84,4
37,2,90,-3,6,0,53,85,32,0
37,0,75,0,20,6,38,54,16,0
55,0,77,0,6,-12,22,72,50,3
44,1,88,0,44,3,44,44,0,0
56,0,81,0,54,-5,25,26,2,0
37,0,91,0,18,4,53,73,20,0
47,-3,76,0,46,0,28,29,0,0
55,-2,86,0,54,0,32,32,0,0
55,-1,78,0,16,-9,23,63,40,3
46,0,76,0,44,-29,30,32,2,0
56,1,98,0,52,0,42,46,4,3
37,0,76,0,28,5,39,48,8,0
55,-3,97,0,46,0,41,50,8,3
37,0,109,0,36,-2,71,73,2,0
37,0,81,0,30,-10,45,50,6,0
45,3,90,0,44,0,45,46,2,0
37,0,83,0,6,-7,46,77,32,0
39,0,81,-4,38,0,42,42,0,0
37,0,79,0,24,-4,42,55,14,0
56,0,92,0,54,-22,36,38,2,0
45,0,86,-6,44,0,42,42,0,0
47,-4,108,0,46,0,62,62,0,0
55,-5,83,3,54,0,28,28,0,0
37,0,77,0,28,134,40,48,8,0
55,0,77,-3,54,0,22,23,0,0
40,0,86,-4,38,0,45,47,2,0
56,-2,97,0,46,17,41,51,10,3
51,0,79,0,52,4,27,27,0,0
41,0,86,3,42,20,46,45,0,0
37,0,78,0,8,-22,41,70,30,0
56,-5,80,0,56,1,24,23,0,0
55,0,79,7,42,-3,24,37,14,3
41,0,88,0,38,-20,48,50,2,0
37,0,79,-1,6,-23,43,74,32,0
47,5,88,2,46,0,40,41,0,0
37,1,86,0,36,0,49,50,0,0
37,0,79,-4,36,-2,41,43,2,0
55,0,79,0,10,6,23,68,46,3
55,0,97,3,52,0,41,45,4,3
56,0,81,0,-4,21,25,86,62,3
37,0,79,-2,34,0,42,46,4,0
43,-2,81,0,44,22,37,37,0,0
56,0,79,0,54,-12,23,24,2,0
55,0,81,-2,54,-5,25,26,2,0
37,0,79,0,34,0,42,45,2,0
37,0,77,0,26,-14,40,51,10,0
46,0,76,-3,46,1,30,29,0,0
55,0,97,-1,52,-1,41,45,4,3
55,0,95,0,34,0,40,62,22,3
37,0,79,0,10,2,43,69,26,0
46,0,88,2,44,-27,42,44,2,0
37,0,100,0,34,-2,64,67,4,0
56,6,76,-2,-18,-6,20,94,74,3
51,0,83,0,50,-15,31,33,2,0
43,0,79,1,42,-4,35,37,2,0
105,2,107,5,72,2,1,35,34,4
41,0,77,5,38,-19,36,38,2,0
39,-1,78,0,38,0,39,39,0,0
56,-1,97,0,50,1,41,48,6,3
44,1,80,0,44,9,36,36,0,0
55,0,96,2,54,0,41,42,2,0
43,0,83,0,42,-6,39,41,2,0
80,-4,84,0,-28,0,4,112,108,4
37,0,81,0,10,9,44,70,26,0
37,0,98,0,30,-1,61,67,6,0
37,0,75,-8,28,-2,38,46,8,0
45,1,81,0,44,-11,35,37,2,0
55,0,79,1,24,14,24,56,32,3
49,-1,81,-5,50,-8,32,32,0,0
43,0,86,1,44,13,43,42,0,0
51,-5,81,0,50,-12,30,32,2,0
83,3,86,0,-6,0,3,94,90,4
55,0,81,-3,54,-4,26,27,0,0
50,2,77,0,50,0,28,28,0,0
40,-3,88,0,38,0,47,49,2,0
80,0,84,-2,-38,-12,4,123,118,4
55,0,84,5,54,0,29,30,0,0
37,0,97,-1,34,4,60,64,4,0
37,0,80,1,8,0,43,72,30,0
48,0,82,0,46,-1,34,35,2,0
45,0,86,7,44,0,42,42,0,0
55,0,82,0,-40,-9,26,123,96,3
37,0,84,0,28,28,47,55,8,0
51,0,84,0,52,16,33,32,0,0
56,2,77,-3,24,0,22,54,32,3
51,1,86,0,52,2,35,34,0,0
43,0,88,-3,42,0,45,47,2,0
56,1,82,0,56,2,26,25,0,0
56,0,96,5,44,0,40,52,12,3
45,0,79,0,44,-26,33,35,2,0
37,0,78,0,2,0,41,75,34,0
45,0,85,0,44,19,41,41,0,0
49,-2,77,0,46,-27,28,30,2,0
79,0,83,0,-30,-8,4,114,110,4
56,0,88,0,56,5,32,31,0,0
37,0,106,0,30,-4,69,75,6,0
53,3,84,0,54,1,31,30,0,0
39,1,79,-2,38,0,40,41,0,0
37,-1,94,0,8,-9,57,86,30,0
40,4,102,0,38,0,62,63,2,0
52,-1,88,1,52,-7,35,36,0,0
49,0,88,0,46,-4,40,42,2,0
85,-1,88,0,2,5,3,86,82,4
50,-1,77,-3,50,-5,27,28,0,0
37,0,78,0,0,-27,42,78,36,0
51,2,87,1,52,8,36,35,0,0
53,-2,86,3,54,0,32,32,0,0
53,0,81,0,52,-29,28,29,2,0
47,1,93,0,46,0,46,47,0,0
55,0,94,6,18,-10,39,76,38,3
58,-1,96,0,56,0,38,39,0,0
41,0,87,2,38,-10,46,48,2,0
84,0,87,-1,0,6,3,87,84,4
37,2,90,-2,20,0,52,69,16,0
68,0,111,-7,68,0,44,44,0,0
56,1,97,0,52,0,40,45,4,3
56,1,97,0,42,0,41,55,14,3
46,0,79,1,44,-23,33,35,2,0
41,0,87,3,38,-11,46,48,2,0
37,0,77,0,-10,-10,41,88,46,0
45,0,81,-7,44,0,36,37,2,0
56,0,77,0,-10,3,21,87,66,3
55,0,79,0,16,-30,23,63,40,3
40,0,79,2,38,0,39,41,2,0
82,0,85,0,-2,4,3,88,84,4
37,0,74,0,30,3,37,43,6,0
47,0,108,1,46,0,61,62,0,0
51,3,87,-1,50,-18,36,38,2,0
37,0,82,0,38,21,45,43,0,0
55,0,92,0,-6,-28,36,99,64,3
56,0,96,-3,52,-1,40,44,4,3
56,0,80,0,56,4,24,23,0,0
37,0,78,0,16,6,41,63,22,0
49,3,87,1,50,2,38,38,0,0
56,4,97,0,46,-1,41,51,10,3
56,3,76,0,-18,-5,20,94,74,3
41,-1,97,-5,38,-10,56,58,2,0
37,2,76,0,36,0,39,40,2,0
42,0,79,-3,42,0,38,38,0,0
43,-1,81,0,42,-23,38,40,2,0
37,0,82,0,18,7,45,64,18,0
44,5,77,0,42,-22,33,35,2,0
46,0,83,0,46,12,37,37,0,0
58,2,86,0,56,0,28,29,2,0
44,1,77,0,42,-15,34,36,2,0
37,1,79,-3,34,-5,42,46,4,0
37,0,80,0,20,-11,43,59,16,0
81,0,84,-1,-20,-16,4,105,102,4
49,2,106,0,46,-6,58,60,2,0
48,0,88,0,46,-1,40,42,2,0
47,-2,86,0,46,0,39,40,0,0
37,1,81,0,36,0,44,44,0,0
44,0,86,0,44,20,43,42,0,0
48,2,88,0,46,0,39,41,2,0
57,5,87,3,56,0,30,30,0,0
37,0,83,0,30,11,46,52,6,0
51,0,83,0,52,12,31,31,0,0
58,1,91,1,56,0,33,34,2,0
44,3,83,0,44,2,38,39,0,0
45,0,77,0,44,-1,31,33,2,0
43,-1,81,0,42,-17,37,39,2,0
37,0,83,6,-2,0,46,85,40,0
44,0,76,5,44,8,32,32,0,0
38,-2,104,0,38,0,67,66,0,0
45,-4,83,8,44,0,38,39,2,0
45,5,84,0,44,0,39,40,0,0
53,0,82,0,52,-16,29,30,2,0
41,1,76,0,42,6,34,34,0,0
55,0,92,0,-4,0,36,97,60,3
56,0,77,0,44,0,22,34,12,3
56,4,97,5,52,0,40,45,4,3
37,0,106,-2,30,10,69,75,6,0
49,3,83,0,46,-2,34,37,2,0
45,2,92,-1,44,0,48,48,0,0
53,0,77,0,54,9,25,23,0,0
45,0,81,-5,44,0,36,37,2,0
42,-1,83,-4,42,0,41,41,0,0
41,1,107,0,38,-4,66,68,2,0
55,-1,93,-4,10,-10,37,82,46,3
51,-1,86,0,52,22,36,35,0,0
37,0,78,-5,0,0,42,78,36,0
51,0,86,1,50,0,36,37,2,0
41,0,82,-6,42,2,41,41,0,0
46,0,82,1,46,5,36,35,0,0
37,0,104,0,28,0,67,76,8,0
49,5,86,0,50,1,37,37,0,0
51,0,80,0,50,-22,29,31,2,0
43,0,76,0,44,18,33,32,0,0
56,-1,96,-5,52,0,40,44,4,3
53,0,84,0,54,17,32,30,0,0
37,-1,76,-3,24,-6,39,52,14,0
55,0,92,0,8,-6,37,84,48,3
56,0,96,0,50,-29,40,47,6,3
37,0,98,0,28,0,61,70,8,0
38,-2,92,0,24,0,54,69,14,0
104,0,106,-1,70,-1,1,36,34,4
45,0,87,1,44,-6,42,43,2,0
85,1,88,0,2,0,3,85,82,4
58,4,85,7,56,0,28,28,0,0
56,-1,97,-4,46,-12,41,51,10,3
51,2,78,0,50,0,27,29,2,0
55,-3,99,0,50,0,44,50,6,3
42,0,77,5,42,0,34,35,2,0
79,0,83,-2,-40,0,4,125,120,4
46,0,79,2,44,-24,33,35,2,0
43,0,87,0,44,28,44,43,0,0
55,0,78,0,18,14,23,60,38,3
41,0,79,5,38,-12,38,40,2,0
