A,B,C,D,E,F,G,H,I,class_label
51,0,77,0,52,0,26,26,0,0
49,0,95,-2,50,11,46,46,0,0
37,0,106,-4,28,0,69,78,8,0
56,1,83,0,56,10,27,26,0,0
46,0,90,0,46,0,43,43,0,0
45,0,86,0,46,19,41,40,0,0
41,1,81,0,42,8,39,39,0,0
59,0,87,0,60,25,28,28,0,0
48,-2,109,-4,46,0,61,62,2,0
81,0,86,3,-42,-28,5,130,124,4
51,-3,84,0,52,17,33,32,0,0
37,0,104,8,24,0,67,81,14,0
46,5,86,0,46,0,40,39,0,0
56,0,95,0,50,20,40,46,6,3
37,0,106,0,38,31,69,67,0,0
37,0,76,-2,24,8,39,52,14,0
52,1,86,0,52,0,34,35,0,0
38,-6,78,0,-2,-8,40,81,40,0
79,-2,84,0,-40,16,4,125,120,4
46,5,106,0,46,0,60,60,0,0
42,-1,83,-6,42,0,41,41,0,0
51,-33,77,0,-2,0,26,79,54,2
82,0,85,0,-6,19,3,93,90,4
41,0,77,0,38,-9,37,39,2,0
45,4,88,0,44,0,43,44,0,0
81,0,84,0,-18,16,4,103,98,4
49,-1,81,-5,50,-7,32,32,0,0
49,2,79,1,50,6,30,30,0,0
55,0,78,5,10,2,23,68,46,3
39,-6,76,-3,-2,0,37,79,42,0
55,0,77,-1,0,6,22,77,56,3
69,-27,107,0,60,-6,38,47,10,2
43,0,83,0,44,29,40,39,0,0
37,0,104,0,18,13,67,86,18,0
41,0,79,4,38,0,38,40,2,0
37,0,76,0,28,28,39,47,8,0
55,-4,80,0,-4,0,25,85,60,3
47,0,88,1,46,0,40,41,0,0
44,0,78,0,44,6,34,34,0,0
37,-3,97,0,34,-1,61,64,2,0
42,0,81,0,42,0,39,40,2,0
46,0,88,0,46,7,42,41,0,0
46,2,82,0,44,-16,36,38,2,0
41,-1,86,0,38,-22,46,48,2,0
44,2,81,0,42,-25,37,39,2,0
45,0,88,0,46,9,42,41,0,0
42,4,86,2,42,0,44,45,2,0
53,0,88,0,54,9,35,33,0,0
85,0,88,-7,2,1,3,85,82,4
37,0,95,3,18,0,58,77,18,0
47,0,90,3,46,0,44,44,0,0
55,2,83,-2,54,0,29,29,0,0
38,1,106,0,38,15,68,67,0,0
48,-1,83,0,46,-2,34,36,2,0
43,-1,79,0,44,13,35,35,0,0
50,1,79,3,50,0,29,30,0,0
39,1,80,-1,38,-1,41,41,0,0
46,4,77,0,46,1,31,31,0,0
37,0,80,0,20,-1,43,59,16,0
43,0,86,1,42,0,43,45,2,0
37,0,104,0,16,-11,67,89,22,0
101,0,102,0,72,2,1,30,28,4
55,0,77,0,-18,-2,21,95,74,3
47,0,85,-1,46,-1,38,39,0,0
47,1,78,-4,46,0,31,32,0,0
45,4,90,0,44,0,45,46,0,0
56,4,97,0,42,3,41,56,14,3
55,0,77,0,8,-2,22,70,48,3
37,0,78,0,10,18,41,68,26,0
37,0,77,0,26,17,40,51,10,0
56,1,97,0,52,31,41,45,4,3
37,0,81,0,20,-30,44,60,16,0
79,0,84,1,-38,0,4,123,118,4
56,-2,79,0,26,-15,23,53,30,3
37,0,75,-2,24,-13,38,52,14,0
37,0,79,-1,10,-6,43,69,26,0
47,0,102,-7,46,0,55,55,0,0
42,0,79,2,42,0,36,37,2,0
56,0,95,0,52,2,39,43,4,3
41,1,106,0,42,20,65,65,0,0
56,0,86,-4,56,0,29,29,0,0
37,0,95,0,18,15,58,77,20,0
45,-2,90,0,44,-19,45,46,2,0
37,0,76,0,36,3,39,39,0,0
56,0,79,8,-22,0,23,102,80,3
43,-2,75,0,42,-24,32,34,2,0
37,0,82,-2,-2,0,45,85,40,0
49,0,82,0,46,-25,33,35,2,0
37,0,75,0,20,12,38,54,16,0
53,0,87,3,52,-21,34,35,2,0
42,-1,86,2,42,0,44,45,0,0
48,0,78,0,46,-5,30,32,2,0
49,0,88,1,46,-7,40,42,2,0
44,2,81,0,44,12,37,37,0,0
37,0,76,-2,30,6,39,45,6,0
50,-5,86,0,50,0,36,37,2,0
37,0,104,0,26,20,66,78,12,0
37,0,79,0,6,18,42,74,32,0
45,0,86,1,44,0,41,42,2,0
56,5,95,-3,56,5,39,39,0,0
56,0,95,-13,44,-3,39,51,12,3
55,0,93,0,12,-6,38,81,42,3
41,0,79,0,38,-17,38,40,2,0
55,0,84,-2,54,0,30,30,0,0
46,0,81,0,46,7,35,34,0,0
49,-5,77,0,50,8,28,28,0,0
37,0,78,0,16,27,42,63,22,0
37,0,75,-3,30,0,38,44,6,0
43,0,86,3,42,-17,43,45,2,0
65,0,109,0,64,0,44,45,0,0
53,1,81,0,54,7,27,26,0,0
41,0,83,-5,42,22,42,41,0,0
42,3,93,0,42,0,51,52,0,0
56,0,77,2,-4,-13,21,82,62,3
44,1,76,0,44,13,32,32,0,0
80,0,84,2,-20,0,4,105,100,4
56,0,81,0,-18,19,25,99,74,3
37,0,90,0,18,-6,53,72,20,0
37,0,77,0,28,209,40,48,8,0
53,3,91,0,54,3,38,37,0,0
49,1,83,4,50,0,33,33,0,0
82,0,86,0,-2,24,3,88,84,4
37,0,77,0,16,15,41,62,22,0
81,2,84,0,-22,-3,3,108,104,4
37,-2,79,0,24,1,42,55,14,0
43,-1,86,1,42,-14,43,45,2,0
56,0,79,0,54,-5,23,24,2,0
55,0,78,-1,0,-3,23,78,56,3
106,5,108,2,70,0,1,38,36,4
56,0,97,0,44,-21,41,53,12,3
37,1,77,-1,34,0,40,43,2,0
41,3,83,0,38,0,42,44,2,0
38,-2,76,0,38,0,38,37,0,0
37,0,75,0,30,28,38,44,6,0
37,-4,90,0,24,8,53,66,14,0
37,0,82,2,26,31,45,56,12,0
41,0,82,0,38,-18,41,43,2,0
37,-5,77,0,36,0,40,41,0,0
44,1,77,0,44,4,33,33,0,0
55,0,80,0,-2,-6,25,83,58,3
46,-3,80,0,46,0,34,34,0,0
79,0,83,0,-30,-16,4,114,110,4
83,2,86,0,-2,0,3,88,86,4
37,0,93,0,10,-7,56,83,28,0
53,0,104,1,52,-23,51,52,2,0
45,0,81,0,44,-8,36,37,2,0
45,0,100,0,44,-7,54,56,2,0
44,3,79,0,44,12,35,35,0,0
56,0,78,-2,6,0,22,73,50,3
45,-2,80,0,44,0,35,36,2,0
37,4,98,0,34,0,61,64,4,0
47,-1,76,0,46,0,29,30,0,0
52,-2,81,0,52,0,29,29,0,0
56,3,76,0,-18,-1,20,94,74,3
56,1,77,13,-4,0,21,82,62,3
37,0,79,0,18,-12,43,61,18,0
43,-4,77,1,42,-20,34,36,2,0
45,0,86,-1,44,-2,41,42,2,0
55,-1,83,0,54,-2,27,28,2,0
53,3,87,0,52,-1,34,35,2,0
55,-1,88,0,54,0,33,33,0,0
47,5,83,1,46,0,36,37,0,0
56,0,79,0,10,1,23,68,46,3
37,-4,90,-3,20,0,53,69,16,0
37,0,78,-7,6,0,41,73,32,0
40,0,78,-2,38,0,38,39,2,0
48,0,86,0,46,-1,37,39,2,0
53,0,86,0,52,-24,33,35,2,0
43,-2,76,0,42,-14,33,35,2,0
46,0,89,-7,46,0,43,42,0,0
49,-4,111,0,50,0,62,62,0,0
52,-2,109,0,52,0,57,57,0,0
56,0,82,2,56,11,26,25,0,0
37,0,79,2,8,-17,42,71,28,0
83,0,86,-6,-4,-9,3,91,88,4
42,4,87,0,42,0,45,46,2,0
56,-2,81,0,54,-21,25,26,2,0
37,2,106,-2,28,0,69,78,8,0
55,0,98,1,54,21,42,44,2,0
55,0,93,2,20,-5,37,72,34,3
72,-51,88,-1,8,0,16,81,64,2
52,-3,84,0,52,-4,31,32,0,0
52,0,85,0,52,-11,33,33,0,0
37,0,77,0,24,19,40,54,14,0
46,0,76,2,44,-28,30,32,2,0
42,1,86,0,42,0,44,44,0,0
45,-1,79,0,44,0,34,35,2,0
37,0,95,0,18,22,58,77,20,0
37,0,97,0,36,0,59,60,2,0
53,0,78,0,54,6,25,24,0,0
86,2,89,0,8,0,3,81,78,4
56,-1,97,0,46,0,41,50,10,3
44,4,79,1,44,10,36,35,0,0
56,0,77,0,20,1,22,57,36,3
53,3,81,0,52,-15,28,29,2,0
84,0,87,5,-2,0,3,90,86,4
37,0,81,0,16,3,44,65,22,0
40,0,97,-2,38,0,57,58,2,0
37,4,79,0,18,0,42,61,20,0
55,0,93,0,38,0,37,54,16,3
44,1,81,0,42,-27,37,39,2,0
55,0,83,0,56,18,27,26,0,0
37,0,79,0,26,23,42,53,10,0
45,0,85,0,44,73,41,41,0,0
46,0,77,7,46,0,31,31,0,0
55,0,93,4,6,0,38,88,50,3
76,0,80,-3,-40,0,4,121,118,4
49,0,81,6,46,-3,33,35,2,0
55,0,83,0,54,-3,28,29,2,0
39,0,106,6,38,0,68,67,0,0
37,0,83,0,12,12,46,70,24,0
46,0,82,-5,46,0,36,35,0,0
41,0,79,2,38,0,38,40,2,0
56,1,97,-4,52,0,41,46,4,3
50,0,90,7,50,0,40,41,0,0
37,0,81,4,24,0,45,58,14,0
37,0,96,0,16,-13,59,81,22,0
55,-1,80,0,-2,3,25,83,58,3
46,0,84,1,46,2,38,37,0,0
51,0,77,0,52,11,26,25,0,0
104,1,106,1,72,6,1,33,32,4
53,5,88,0,54,4,34,33,0,0
39,1,93,-3,38,0,55,55,0,0
59,0,86,0,56,-4,27,29,2,0
45,0,85,-1,44,0,40,41,2,0
51,1,77,2,50,0,26,28,2,0
37,0,82,1,36,0,45,46,0,0
49,-3,82,0,50,3,33,33,0,0
45,0,86,-1,44,-26,40,42,2,0
37,0,80,0,16,17,43,65,22,0
85,0,88,0,2,0,3,85,82,4
45,2,79,0,46,21,33,32,0,0
42,-4,79,0,42,0,38,38,0,0
46,1,86,0,46,3,40,39,0,0
45,5,74,0,44,0,29,30,2,0
46,-1,77,3,46,1,32,31,0,0
42,1,86,-3,42,0,44,44,0,0
37,0,80,0,36,-21,43,44,2,0
37,0,106,0,28,11,68,77,8,0
55,-3,98,0,44,-25,42,54,12,3
80,0,84,1,-24,1,4,110,106,4
37,0,97,0,30,23,60,66,6,0
49,0,79,0,46,-4,30,32,2,0
37,3,77,0,-2,-4,39,79,40,0
46,0,77,0,46,24,31,30,0,0
48,0,88,-5,46,0,40,41,2,0
39,3,77,0,38,0,38,38,0,0
54,-2,86,0,54,0,33,32,0,0
37,0,81,0,8,-3,44,73,28,0
56,-1,79,0,26,-10,23,53,30,3
85,0,88,-29,0,0,3,88,84,4
45,5,79,0,44,0,33,35,2,0
56,0,97,0,38,9,41,58,18,3
56,0,97,0,56,13,40,40,0,0
48,0,108,0,46,0,60,61,2,0
46,3,82,0,46,22,36,35,0,0
44,3,81,0,44,3,37,37,0,0
65,-5,109,0,64,0,44,45,0,0
51,0,83,0,52,0,32,32,0,0
54,0,103,-6,54,0,49,49,0,0
85,0,88,0,2,9,3,86,82,4
51,0,82,1,52,18,31,30,0,0
55,0,95,-5,52,-25,40,44,4,3
37,-6,78,0,10,0,42,68,26,0
37,-1,97,0,34,0,61,64,2,0
55,-1,99,3,46,0,43,52,8,3
44,3,95,0,44,15,52,51,0,0
84,0,88,0,6,-2,5,83,78,4
44,0,81,0,42,-29,38,40,2,0
37,0,78,0,30,2,41,47,6,0
37,0,77,0,34,7,40,44,4,0
37,0,83,0,2,7,46,80,34,0
37,0,77,0,36,10,41,41,0,0
55,0,89,0,54,0,34,35,2,0
41,0,76,-4,38,0,35,37,2,0
45,0,85,0,46,21,40,39,0,0
56,-3,87,0,54,-22,31,33,2,0
49,5,78,0,46,-1,29,32,2,0
44,1,77,3,44,0,33,33,0,0
44,-4,83,0,44,0,38,39,0,0
42,3,79,-1,42,0,37,37,0,0
37,0,77,0,20,-30,40,56,16,0
61,0,111,0,60,-10,50,52,2,0
55,0,95,0,36,-5,39,59,20,3
42,0,87,6,42,0,45,46,2,0
37,0,80,0,36,3,43,44,2,0
44,1,76,0,44,1,31,32,0,0
37,-2,81,1,36,0,44,44,0,0
45,1,88,0,44,-4,42,44,2,0
81,0,84,0,-12,22,4,97,94,4
37,0,83,0,30,0,46,52,6,0
51,0,109,3,50,-27,58,60,2,0
56,0,84,0,56,9,29,28,0,0
44,3,90,0,42,-17,47,49,2,0
41,-4,77,0,42,0,36,35,0,0
55,0,95,0,46,-2,40,49,8,3
37,0,78,0,36,-5,41,42,2,0
41,2,81,-7,42,2,39,39,0,0
37,0,79,5,0,0,42,79,36,0
41,0,88,5,38,-9,47,49,2,0
76,-1,81,0,-42,-2,5,125,120,4
42,1,79,7,42,0,37,38,0,0
56,2,98,0,46,3,42,51,10,3
50,0,110,1,50,0,60,61,2,0
37,0,78,0,0,2,42,78,36,0
52,4,88,0,52,0,37,37,0,0
53,0,86,0,52,-18,33,35,2,0
41,4,76,0,38,-18,34,37,2,0
38,0,80,2,38,0,42,41,0,0
44,0,77,0,44,16,33,33,0,0
41,0,81,0,38,-26,40,43,2,0
41,0,84,-2,42,-2,43,43,0,0
55,4,71,-6,0,0,16,71,56,3
80,0,84,0,-24,5,4,110,106,4
44,1,86,0,44,13,42,42,0,0
56,0,81,0,2,8,25,78,54,3
37,0,80,2,8,0,43,72,30,0
37,0,79,-2,12,-5,42,66,24,0
45,0,81,0,44,-10,36,37,2,0
55,0,92,5,-4,0,37,97,60,3
39,2,81,-1,38,0,41,42,0,0
37,0,75,0,26,0,38,49,10,0
55,-1,98,2,54,20,42,44,2,0
41,-2,78,0,42,14,37,37,0,0
56,0,86,0,54,-24,30,32,2,0
84,0,88,1,-2,0,4,90,86,4
42,-1,76,-2,42,0,34,35,2,0
45,0,82,4,46,20,37,35,0,0
40,-5,81,0,38,0,41,42,2,0
75,4,79,4,-42,0,4,123,120,4
49,-5,111,0,50,0,62,62,0,0
37,0,84,0,20,-22,47,63,16,0
51,0,90,0,50,-15,38,41,2,0
53,-4,83,0,52,-25,30,32,2,0
37,0,79,0,36,-9,41,43,2,0
41,-5,108,-3,42,15,67,66,0,0
37,0,76,0,18,11,39,58,18,0
37,5,75,0,18,0,38,57,18,0
49,-3,79,-2,50,0,30,30,0,0
51,0,86,0,52,7,35,35,0,0
37,0,77,0,12,-1,41,65,24,0
41,1,81,0,38,0,41,43,2,0
46,-1,77,0,46,11,32,31,0,0
49,0,83,0,46,-20,34,36,2,0
56,0,96,0,52,5,40,44,4,3
44,-1,76,0,42,-27,32,35,2,0
43,0,79,-3,42,-6,35,37,2,0
55,-3,78,0,16,-8,23,63,40,3
37,0,104,0,24,31,67,81,14,0
37,0,77,-4,2,0,40,75,34,0
41,0,84,2,38,-9,43,45,2,0
49,-5,79,0,46,-20,31,33,2,0
52,-1,102,0,52,0,50,51,0,0
55,0,80,0,-2,-3,25,83,58,3
49,0,76,-3,50,7,27,27,0,0
37,0,92,-4,12,0,55,79,24,0
47,1,77,0,46,0,31,31,0,0
56,0,81,0,-18,-18,25,99,74,3
37,0,78,0,10,5,41,68,26,0
48,0,90,3,50,29,42,41,0,0
42,-1,76,-6,42,0,34,35,0,0
55,0,77,-1,10,4,22,67,46,3
43,0,86,0,42,-11,43,45,2,0
37,-1,97,0,36,0,61,61,0,0
55,-2,98,0,46,4,42,51,8,3
54,-3,84,0,54,0,30,30,0,0
51,0,88,-1,50,-5,37,39,2,0
56,3,79,0,16,0,23,63,40,3
59,-69,88,0,8,0,29,81,52,2
41,-1,88,0,38,-23,48,50,2,0
56,0,83,0,56,18,27,26,0,0
53,-1,86,0,52,-13,33,35,2,0
45,0,84,-4,44,0,40,41,0,0
37,0,81,0,10,-14,45,71,26,0
43,0,85,-4,42,0,42,44,2,0
52,0,81,-1,52,0,30,30,0,0
52,1,83,0,52,0,32,32,0,0
43,0,78,-3,44,31,35,34,0,0
42,0,86,6,42,0,43,44,2,0
43,0,86,7,42,0,43,45,2,0
56,0,79,-4,8,27,24,72,48,3
55,0,81,-1,54,0,26,26,0,0
55,0,93,0,18,-20,38,75,38,3
43,0,86,-2,42,-2,43,45,2,0
40,5,83,0,38,0,43,44,2,0
45,-1,78,-6,46,14,33,32,0,0
44,0,77,5,44,0,33,34,0,0
38,0,93,0,28,0,55,64,10,0
43,3,81,-7,42,0,38,40,2,0
37,0,76,7,34,0,40,43,2,0
37,5,98,0,34,0,61,64,4,0
42,4,83,0,42,0,41,42,2,0
45,-5,82,0,44,0,37,38,2,0
80,1,84,1,-28,0,4,112,108,4
37,0,82,0,38,20,45,43,0,0
39,0,86,5,38,0,47,48,0,0
82,0,87,0,-40,1,5,128,124,4
45,-4,81,0,44,-15,36,37,2,0
56,5,95,0,56,3,39,39,0,0
41,0,87,2,38,-9,46,48,2,0
51,0,88,0,50,-6,37,39,2,0
37,0,95,-7,18,0,57,77,20,0
55,0,77,0,10,2,21,66,46,3
56,0,77,0,-10,10,21,87,66,3
55,0,95,-1,36,-4,39,59,20,3
37,0,95,2,16,0,58,79,22,0
44,0,85,0,42,-29,41,44,2,0
39,3,78,0,38,0,39,39,0,0
37,2,109,13,26,0,71,83,12,0
37,-5,75,0,26,-6,38,49,10,0
43,0,81,0,42,-2,37,39,2,0
37,0,79,0,28,4,42,51,8,0
44,1,79,0,42,-20,35,37,2,0
48,0,88,-5,46,-15,40,42,2,0
56,0,77,0,18,14,22,59,38,3
56,0,95,-2,46,0,39,48,10,3
44,0,84,-3,42,-22,41,43,2,0
39,-2,110,0,38,0,71,71,0,0
56,2,99,2,46,0,42,52,10,3
43,0,86,5,42,-17,43,45,2,0
46,1,81,0,46,1,35,35,0,0
56,0,82,0,54,-3,26,28,2,0
37,0,76,0,34,-3,39,43,4,0
41,-1,83,0,42,8,42,41,0,0
55,0,81,0,-6,1,25,88,64,3
46,0,75,0,46,-1,29,28,0,0
37,0,96,0,16,23,59,81,22,0
79,3,83,0,-42,0,4,126,122,4
55,0,93,0,10,-11,37,82,46,3
51,-4,88,0,52,0,36,36,0,0
49,0,83,0,46,-3,34,36,2,0
47,0,79,5,46,0,32,32,0,0
37,0,93,3,26,3,55,67,12,0
43,0,81,2,42,-2,38,40,2,0
44,0,89,0,42,-22,45,48,2,0
85,0,88,0,6,10,3,83,80,4
43,0,78,-3,42,0,35,37,2,0
45,0,76,0,44,-11,31,32,2,0
66,1,113,0,68,31,47,45,0,0
37,0,82,1,-4,-27,45,87,42,0
53,-1,80,-1,54,-2,27,26,0,0
55,0,96,0,50,6,41,47,6,3
53,-1,87,0,52,-20,34,35,2,0
37,0,77,0,10,6,40,66,26,0
37,0,76,0,34,-6,39,43,4,0
44,0,76,1,44,7,32,32,0,0
51,2,77,0,50,-23,26,28,2,0
54,1,86,0,54,0,33,32,0,0
49,0,86,0,46,-10,38,40,2,0
39,-2,81,7,38,0,42,43,0,0
47,2,86,-3,46,0,39,39,0,0
37,0,110,-3,28,0,73,82,8,0
37,0,76,2,20,-10,39,55,16,0
37,0,74,-5,24,22,37,51,14,0
50,21,77,0,28,0,27,48,22,1
37,0,104,0,26,4,66,78,12,0
37,0,106,0,18,2,69,88,18,0
55,4,91,0,54,0,35,37,2,0
52,5,84,0,52,0,33,33,0,0
56,0,77,0,20,4,22,57,36,3
55,0,78,0,24,-22,23,55,32,3
55,-4,79,0,6,0,23,74,50,3
37,0,90,0,20,3,53,70,16,0
55,0,95,0,54,12,40,41,2,0
55,0,76,0,-18,-12,21,94,74,3
41,-1,76,0,42,15,35,35,0,0
55,0,93,0,46,-1,37,46,8,3
56,0,97,2,50,-21,41,48,6,3
56,0,76,0,-14,-4,20,92,72,3
49,0,77,0,46,-8,28,30,2,0
49,0,95,0,50,7,47,46,0,0
37,3,76,0,28,0,39,48,8,0
37,0,80,0,8,-2,43,72,30,0
37,0,79,0,36,16,41,43,2,0
43,0,79,-2,42,0,35,37,2,0
56,0,81,0,-2,-15,25,83,58,3
51,0,81,-1,52,0,30,30,0,0
55,0,77,0,-18,5,21,95,74,3
37,0,77,7,36,0,41,41,0,0
37,0,79,0,36,15,42,43,2,0
71,1,75,0,-42,-9,4,119,114,4
37,3,79,0,34,0,42,46,4,0
41,0,87,0,38,-17,46,48,2,0
37,0,75,0,30,-2,38,44,6,0
48,2,109,-7,46,0,60,62,2,0
56,0,95,0,50,-28,39,46,6,3
47,0,84,-2,46,0,38,38,0,0
50,-3,86,0,50,0,35,37,2,0
37,0,104,0,26,8,67,78,12,0
45,0,85,0,44,1010,41,41,0,0
46,3,83,0,46,10,37,37,0,0
37,0,77,-3,-10,2,40,87,46,0
41,3,84,0,42,14,43,43,0,0
56,0,78,1,0,10,22,78,56,3
37,0,79,-2,20,-6,42,58,16,0
56,0,98,0,46,4,42,51,10,3
56,4,96,0,54,6,40,42,2,0
37,0,82,0,36,-17,45,46,2,0
44,2,76,0,44,14,32,32,0,0
46,3,81,0,44,-19,35,37,2,0
56,0,97,6,52,0,41,45,4,3
56,0,96,0,52,24,40,44,4,3
37,0,76,-5,24,0,40,53,14,0
49,0,83,0,50,7,33,33,0,0
56,0,82,0,56,28,26,25,0,0
37,0,78,0,16,-5,42,63,22,0
43,0,107,0,44,31,64,63,0,0
41,3,77,0,42,16,36,36,0,0
82,0,86,2,-12,0,4,99,94,4
43,0,81,4,44,29,37,37,0,0
41,0,86,1,42,12,46,45,0,0
55,0,95,0,38,-13,40,57,16,3
46,1,84,0,44,-19,38,40,2,0
55,0,95,0,42,-16,40,54,14,3
56,0,97,3,50,-4,41,48,6,3
58,0,86,2,56,0,28,30,2,0
43,0,80,-4,42,-13,37,39,2,0
77,0,81,0,-40,2,4,123,118,4
52,-5,86,0,52,-3,33,34,0,0
37,0,76,0,34,-17,39,42,2,0
41,0,77,2,38,0,36,38,2,0
55,-1,80,0,-4,0,25,85,60,3
56,0,86,0,54,-5,31,32,2,0
50,0,83,0,50,0,33,34,0,0
45,0,79,8,44,0,34,35,2,0
41,0,76,0,42,7,35,35,0,0
57,-71,88,0,8,0,32,81,48,2
55,0,97,6,50,14,41,48,6,3
55,0,82,0,-12,-17,26,95,68,3
51,0,87,0,50,-10,36,38,2,0
55,0,78,0,2,-16,23,75,52,3
37,0,81,0,34,17,45,48,2,0
46,0,86,-1,46,0,40,40,0,0
55,-4,81,0,54,-1,25,26,2,0
44,0,79,-4,42,3,36,38,2,0
50,0,83,-3,50,-4,33,33,0,0
56,0,81,0,-4,1,25,86,62,3
51,5,79,0,52,17,27,27,0,0
43,0,89,0,44,26,46,45,0,0
55,0,77,0,20,22,22,57,34,3
56,0,107,0,56,7,51,50,0,0
37,0,106,5,26,17,69,80,12,0
37,0,77,-1,28,4,40,48,8,0
61,0,111,0,60,-5,50,52,2,0
56,0,96,-1,52,-1,40,44,4,3
51,0,82,0,50,-22,31,33,2,0
37,-2,94,0,10,20,57,84,26,0
56,0,80,1,-2,-7,24,83,58,3
37,0,104,8,24,-7,67,81,14,0
42,2,76,0,42,1,34,34,0,0
37,0,76,-2,26,2,39,50,12,0
54,5,77,0,28,0,23,48,26,3
63,0,112,0,62,0,49,50,2,0
52,10,95,-3,50,0,44,46,2,0
45,-2,86,0,44,-5,41,42,2,0
49,0,88,0,50,17,39,39,0,0
37,0,75,-4,26,-5,38,49,10,0
37,0,106,-1,34,0,68,72,4,0
56,2,83,0,56,30,27,26,0,0
82,4,86,0,-10,1,3,96,92,4
37,0,104,4,24,0,67,81,14,0
41,0,77,-6,42,5,36,35,0,0
43,-1,81,0,44,22,37,37,0,0
56,2,77,1,-22,0,22,101,80,3
64,0,110,0,64,16,46,46,0,0
43,5,88,0,42,0,44,46,2,0
47,-3,77,0,46,0,30,30,0,0
41,0,102,0,38,-4,61,63,2,0
45,1,90,0,44,0,44,46,2,0
44,0,83,0,44,19,39,39,0,0
36,-3,82,0,36,0,46,46,0,0
56,5,97,-3,46,0,41,51,10,3
44,0,79,-2,42,-21,35,37,2,0
56,0,80,0,54,-15,24,26,2,0
49,1,77,0,46,-2,29,31,2,0
52,0,87,-1,52,0,35,35,0,0
76,0,80,-7,-42,-11,4,124,120,4
37,0,75,0,24,-10,38,52,14,0
46,0,86,0,44,-26,41,42,2,0
56,0,96,-4,38,0,40,57,18,3
46,1,77,0,46,0,31,30,0,0
42,0,83,-2,42,0,41,41,0,0
55,1,78,0,42,0,23,37,14,3
37,0,80,-5,36,0,43,44,2,0
45,-4,84,0,44,-19,38,40,2,0
45,0,79,0,46,5,34,33,0,0
55,0,82,0,-38,-1,26,121,94,3
37,3,79,0,34,25,41,45,4,0
42,0,88,2,42,0,46,47,0,0
37,0,75,-2,26,-15,38,49,10,0
51,0,77,2,50,0,26,28,2,0
37,0,76,0,26,-26,39,50,10,0
37,0,75,0,28,0,38,46,8,0
37,0,97,0,26,-15,60,71,12,0
52,2,82,-7,52,0,29,30,0,0
51,0,86,0,52,31,35,34,0,0
37,1,75,0,20,30,38,54,16,0
52,1,81,-1,52,0,29,30,0,0
38,0,79,0,38,2,42,41,0,0
45,1,81,1,44,0,37,37,0,0
38,1,106,0,34,0,68,72,4,0
56,0,95,0,42,-19,40,54,14,3
41,0,86,0,42,13,45,45,0,0
45,0,86,-5,44,0,41,42,2,0
37,0,104,-4,20,0,67,84,16,0
55,-2,78,1,24,0,23,55,32,3
37,0,79,0,8,-22,42,71,28,0
37,5,80,0,24,0,43,57,14,0
55,0,98,0,52,-11,42,46,4,3
53,2,86,0,54,22,33,32,0,0
53,0,80,0,52,-25,27,28,2,0
57,-3,83,2,56,0,25,26,0,0
55,0,96,0,44,23,41,52,12,3
46,0,85,-6,46,4,39,39,0,0
45,5,85,0,44,0,40,41,2,0
49,0,88,0,50,3,40,39,0,0
46,1,84,0,46,0,38,38,0,0
42,0,97,0,42,0,56,56,0,0
43,0,79,0,42,0,35,37,2,0
53,2,86,-3,54,4,32,32,0,0
37,1,77,0,36,0,40,41,0,0
55,0,77,-1,28,-3,21,48,28,3
49,0,76,-2,46,-20,27,30,2,0
37,0,80,0,10,-15,43,70,26,0
37,0,77,0,20,28,40,57,16,0
51,-4,82,6,52,2,31,30,0,0
37,5,79,0,28,0,41,50,8,0
47,2,76,0,46,0,29,30,0,0
55,0,78,0,16,-3,23,63,40,3
58,0,88,6,56,0,30,31,2,0
44,0,80,-6,42,-17,36,39,2,0
45,-5,83,0,44,-17,37,39,2,0
56,0,76,0,-2,24,20,79,58,3
56,0,81,0,-20,-4,25,102,76,3
49,0,86,0,46,-11,38,40,2,0
55,0,82,6,-14,-10,26,97,70,3
56,0,88,0,54,-10,32,33,2,0
37,0,104,-5,18,0,67,86,20,0
37,0,77,0,8,20,40,69,28,0
82,0,86,-1,-42,-25,4,130,126,4
39,-3,77,0,38,0,37,38,0,0
85,-5,89,0,8,0,4,81,78,4
45,2,86,0,44,-4,41,42,2,0
56,-4,97,0,42,-3,41,55,14,3
43,0,79,0,44,17,35,35,0,0
37,0,82,0,26,10,45,56,12,0
47,0,76,-7,46,0,29,30,0,0
37,0,78,0,30,7,41,47,6,0
41,-5,77,0,38,-17,37,39,2,0
39,0,76,-6,38,0,37,37,0,0
46,0,83,4,46,0,37,36,0,0
45,0,93,0,44,-9,48,50,2,0
37,0,106,-3,24,0,69,82,14,0
37,0,77,-7,36,5,40,41,0,0
38,-2,80,0,38,0,42,41,0,0
46,1,81,0,46,0,35,34,0,0
42,-2,88,0,42,0,46,47,2,0
37,0,80,0,6,17,43,75,32,0
37,0,79,3,24,0,42,56,14,0
56,0,92,-4,0,0,36,92,56,3
49,5,87,0,46,-4,38,41,2,0
105,-3,106,0,72,5,1,34,32,4
81,-2,85,0,-22,0,4,108,104,4
37,0,76,2,30,25,40,45,6,0
44,-5,76,0,44,-1,32,32,0,0
52,3,87,1,52,0,35,35,0,0
37,0,77,0,34,-11,41,44,2,0
53,4,81,0,54,3,27,26,0,0
44,1,83,0,44,6,40,39,0,0
55,-2,83,0,54,-3,28,29,2,0
45,0,79,0,46,19,33,32,0,0
55,0,97,4,50,15,41,48,6,3
37,0,79,0,16,16,43,64,22,0
